"";"Gr";"Parametr";"Test";"PValue";"wspolczynnik";"direction_strength"
"228";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"229";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"230";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"231";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"232";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"233";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"234";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"235";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"236";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"237";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"238";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"239";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"240";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"241";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"242";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"243";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"244";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"245";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"246";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"247";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"248";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"249";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"250";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"251";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"252";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"253";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"254";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"255";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"256";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"257";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"258";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"259";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"260";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"261";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"262";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"263";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"264";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"265";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"266";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"267";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"268";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"269";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"270";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"271";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"272";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"273";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"274";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"275";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"276";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"277";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"278";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"279";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"280";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"281";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"282";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"283";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"284";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"285";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"286";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"287";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"288";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"289";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"290";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"291";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"292";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"293";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"294";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"295";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"296";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"297";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"298";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"299";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"300";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"301";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"302";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"303";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"304";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"305";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"306";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"307";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"308";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"309";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"310";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"311";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"312";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"313";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"314";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"315";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"316";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"317";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"318";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"319";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"320";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"321";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"322";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"323";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"324";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"325";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"326";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"327";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"328";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"329";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"330";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"331";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"332";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"333";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"334";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"335";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"336";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"337";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"338";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"339";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"340";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"341";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"342";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"343";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"344";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"345";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"346";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"347";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"348";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"349";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"350";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"351";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"352";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"353";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"354";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"355";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"356";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"357";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"358";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"359";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"360";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"361";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"362";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"363";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"364";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"365";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"366";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"367";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"368";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"369";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"370";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"371";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"372";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"373";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"374";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"375";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"376";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"377";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"378";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"379";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"380";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"381";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"382";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"383";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"384";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"385";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"386";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"387";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"388";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"389";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"390";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"391";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"392";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"393";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"394";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"395";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"396";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"397";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"398";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"399";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"400";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"401";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"402";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"403";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"404";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"405";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"406";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"407";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"408";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"409";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"410";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"411";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"412";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"413";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"414";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"415";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"416";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"417";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"418";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"419";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"420";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"421";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"422";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"423";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"424";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"425";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"426";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"427";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"428";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"429";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"430";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"431";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"432";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"433";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"434";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"435";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"436";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"437";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"438";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"439";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"440";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"441";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
"442";"KONTROLA";"wiek   ERY";"SPEARMAN";0,00333238139817019;0,5638;"Strong positive corelation"
"443";"KONTROLA";"wiek   MCHC";"SPEARMAN";0,0426635262753834;-0,4084;"Middle negative corelation"
"444";"KONTROLA";"wiek   LEU";"SPEARMAN";0,00833518236549426;-0,5156;"Strong negative corelation"
"445";"KONTROLA";"hsCRP   LEU";"SPEARMAN";0,0350910111033194;0,4254;"Medium positive corelation"
"446";"KONTROLA";"ERY   PLT";"SPEARMAN";0,0225324670621139;0,4543;"Medium positive corelation"
"447";"KONTROLA";"ERY   HGB";"SPEARMAN";0,0189203505726709;0,4659;"Medium positive corelation"
"448";"KONTROLA";"ERY   HCT";"SPEARMAN";0,000191622089933282;0,6787;"Strong positive corelation"
"449";"KONTROLA";"ERY   MCHC";"SPEARMAN";0,00907403764088521;-0,5108;"Strong negative corelation"
"450";"KONTROLA";"HGB   HCT";"SPEARMAN";1,10141990835553e-10;0,9175;"Very strong positive corelation"
